Precio (ARS),Marca,Modelo,Versión,Año,KM,Color,Combustible,Puertas,Transmisión,Motor,Carrocería,Ubicación,Cilindrada
31000000,Toyota,Corolla,1.8 Xei,2021,59996,Plateado,Nafta,4,Manual,1.8,Sedán,Capital Federal - Capital Federal,1.8
26500000,Chevrolet,S10,2.8 Ls Cs Tdci 200cv 4x2,2019,90000,Blanco,Diésel,4,Manual,2.8,Pick-Up,Capital Federal - Capital Federal,2.8
16990000,Peugeot,2008,1.6 Feline,2017,95000,Marrón,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
37500000,Chevrolet,S10,2.8 Lt Cd Tdci 200Cv 4X4 At,2022,115000,Gris,Diésel,4,Automática,2.8,Pick-Up,Lomas De Zamora - Bs.As. G.B.A. Sur,2.8
17000000,Chevrolet,Spin,1.8 Activ Ltz 7as 105cv,2017,105022,Dorado,Nafta,5,Manual,1.8,Monovolumen,Capital Federal - Capital Federal,1.8
32860000,Audi,A4,2.0 Ambition Tfsi 225cv Multitronic,2014,91000,Azul,Nafta,4,Automática,2.0,Sedán,Capital Federal - Capital Federal,2.0
15700000,Chevrolet,Spin,1.8 Ltz 5as 105cv,2016,81472,Verde,Nafta,5,Manual,1.8,Monovolumen,Capital Federal - Capital Federal,1.8
60140000,Mini,Cooper S,1.6 Roadster 184cv,2017,40000,Azul,Nafta,2,Manual,1.6,Cabriolet,Tigre - Bs.As. G.B.A. Norte,1.6
24180000,Citroën,C4 Cactus,1.6 Vti 115 Feel,2022,44600,Negro,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
11100000,Ford,Ecosport,1.6 My10 Xls Plus 4x2,2010,110424,Dorado,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
10168000,Peugeot,207,1.4 Active 75cv,2014,110000,Negro,Nafta,5,Manual,1.4,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.4
37000000,Chevrolet,S10,2.8 Lt Cd Tdci 200Cv 4X4 At,2022,116000,Gris,Diésel,4,Automática,2.8,Pick-Up,Lomas De Zamora - Bs.As. G.B.A. Sur,2.8
18600000,Peugeot,2008,1.6 Feline Tip,2018,135000,Blanco,Nafta,5,Automática,1.6,SUV,Pilar - Bs.As. G.B.A. Norte,1.6
55676000,RAM,Rampage,2.0 Rebel Gme At9 4X4,2025,1000,Gris,Nafta,4,Automática,2.0,Pick-Up,Capital Federal - Capital Federal,2.0
36600000,Volkswagen,Tiguan Allspace,1.4 Tsi Trendline 150cv Dsg,2020,100000,Blanco,Nafta,5,Automática,1.4,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur,1.4
6820000,Fiat,Fiorino,1.4 Endurance,2025,1000,Blanco,Nafta,3,Manual,1.4,Furgón,Avellaneda - Bs.As. G.B.A. Sur,1.4
31400000,Renault,Alaskan,2.3 Bit 16v Emotion Mt 4x2,2022,40000,Blanco,Diésel,4,Manual,2.3,Pick-Up,Lomas De Zamora - Bs.As. G.B.A. Sur,2.3
17500000,Peugeot,2008,1.6 Thp Sport,2017,76000,Blanco,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
29500000,Peugeot,5008,2.0 Allure Plus Hdi Tiptronic,2018,115700,Azul,Diésel,5,Automática,2.0,Monovolumen,San Fernando - Bs.As. G.B.A. Norte,2.0
27280000,Kia,Sorento,2.4 Ex Premium 4x4 6at,2014,148000,Negro,Nafta,5,Automática,2.4,SUV,San Isidro - Bs.As. G.B.A. Norte,2.4
14900000,Ford,Focus III,1.6 S,2014,76000,Plateado,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
13900000,Renault,Fluence,1.6 Ph2 Dynamique 110cv,2015,90000,Gris,Nafta,4,Manual,1.6,Sedán,Capital Federal - Capital Federal,1.6
16500000,Nissan,Versa,1.6 Advance,2018,80000,Gris,Nafta,4,Manual,1.6,Sedán,Capital Federal - Capital Federal,1.6
10540000,Fiat,Toro,1.3 T270 Freedom 4X2,2025,500,Blanco,Nafta,4,Automática,1.3,Pick-Up,Beccar - Bs.As. G.B.A. Norte,1.3
47000000,Toyota,Hilux Pick-Up,2.8 Cd Srv 204Cv 4X4 At,2022,63199,Blanco,Diésel,4,Automática,2.8,Pick-Up,Capital Federal - Capital Federal,2.8
30000000,Toyota,Corolla,1.8 Hev Seg Ecvt,2021,78000,Blanco,Híbrido/Nafta,4,Automática,1.8,Sedán,Capital Federal - Capital Federal,1.8
44000000,Toyota,Corolla Cross,1.8 Seg Ecvt,2023,5000,Plateado,Híbrido/Nafta,5,Automática,1.8,SUV,Capital Federal - Capital Federal,1.8
18500000,Renault,Captur,2.0 Intens Manual,2017,93000,Dorado,Nafta,5,Manual,2.0,SUV,Ituzaingó - Bs.As. G.B.A. Oeste,2.0
40920000,Kia,Sorento,2.2 Crdi Ex,2017,120000,Gris,Diésel,5,Automática,2.2,SUV,San Isidro - Bs.As. G.B.A. Norte,2.2
35960000,Peugeot,208,1.6 Gt Thp,2020,5000,Amarillo,Nafta,5,Automática,1.2,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.2
23000000,Peugeot,208,1.6 Active Pack,2023,23000,Negro,Nafta,5,Manual,1.6,Hatchback,Ituzaingó - Bs.As. G.B.A. Oeste,1.6
20500000,Renault,Kangoo,Ii Express Emotion 5a 1.6 Sce,2019,125000,Blanco,Nafta,4,Manual,1.6,Furgón,Lanús - Bs.As. G.B.A. Sur,1.6
11780000,Fiat,Palio,1.4 Attractive 85cv C/pack Seguridad,2014,125000,Gris,Nafta,5,Manual,1.4,Hatchback,Tigre - Bs.As. G.B.A. Norte,1.4
19500000,Ford,Focus III,2.0 Titanium At6,2017,106000,Gris,Nafta,5,Automática,2.0,Hatchback,Tigre - Bs.As. G.B.A. Norte,2.0
21080000,Citroën,Berlingo Furgon,Furgon 1.6 hdi 92 business mixto AM20,2020,105000,Gris,Diésel,5,Manual,1.6,Furgón,Capital Federal - Capital Federal,1.6
40907600,Volkswagen,Taos,1.4 250 Tsi Highline,2022,50000,Negro,Nafta,5,Automática,1.4,SUV,General San Martín - Bs.As. G.B.A. Norte,1.4
8150000,Citroën,C4 Cactus,1.2 Puretech 110 At6 S&s Shine,2018,94000,Blanco,Nafta,5,Automática,1.2,SUV,Capital Federal - Capital Federal,1.2
16415000,Renault,Mégane III,1.6 Ph2 Luxe Pack 111cv,2016,92000,Gris,Nafta,4,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
7000000,Renault,Sandero,1.6 Privilege 105cv,2016,89000,Gris,Nafta/GNC,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
27600000,Hyundai,Tucson,2.0 Premium,2017,147000,Blanco,Nafta,5,Automática,2.0,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur,2.0
18000000,Chevrolet,Captiva,CAPTIVA LS 2.4 M/T,2015,115402,Marrón,Nafta,5,Manual,2.4,SUV,Capital Federal - Capital Federal,2.4
8800000,Chevrolet,Celta,1.4 Ls+aa,2012,125359,Plateado,Nafta,3,Manual,1.4,Hatchback,Capital Federal - Capital Federal,1.4
32500000,Volkswagen,Amarok,2.0 Cd Tdi 180cv Highline,2019,160000,Plateado,Diésel,4,Manual,2.0,Pick-Up,San Miguel - Bs.As. G.B.A. Norte,2.0
29140000,Peugeot,308,1.6 S Allure Plus,2020,64000,Blanco,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
12400000,Peugeot,208,1.5 Active,2013,99000,Plateado,Nafta,5,Manual,1.5,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.5
30000000,Toyota,Corolla,1.8 Hev Seg Ecvt,2021,78544,Blanco,Híbrido/Nafta,4,Automática,1.8,Sedán,Capital Federal - Capital Federal,1.8
43400000,Mini,Cooper Countryman,2.0 Cooper S Chili All4 192Cv At,2018,84000,Gris,Nafta,2,Automática,2.0,Hatchback,Rosario - Santa Fe,2.0
47000000,Volkswagen,Golf,2.0 Gti Tsi App Connect + Cuero,2020,66900,Blanco,Nafta,5,Automática,2.0,Hatchback,Pilar - Bs.As. G.B.A. Norte,2.0
28400000,Renault,Kangoo,1.5 Dci Furgon Stepway,2023,20000,Negro,Diésel,4,Manual,1.5,Furgón,Malvinas Argentinas - Bs.As. G.B.A. Norte,1.5
22072000,Peugeot,2008,1.6 Feline am20,2020,73000,Blanco,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
20956000,Peugeot,208,1.6 Like Pack,2021,27000,Plateado,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
7440000,Fiat,Fiorino,1.4 Endurance,2024,1000,Blanco,Nafta,3,Manual,1.4,Furgón,Quilmes - Bs.As. G.B.A. Sur,1.4
8432000,Fiat,Cronos,1.3 Gse Drive Pack Plus,2025,1000,Negro,Nafta,4,Manual,1.3,Sedán,La Matanza - Bs.As. G.B.A. Oeste,1.3
13020000,Fiat,FASTBACK,1.3 T270 At6,2025,1000,Negro,Nafta,5,Automática,1.3,SUV,San Isidro - Bs.As. G.B.A. Norte,1.3
21500000,Ford,Ecosport,1.5 Titanium 123Cv 4X2,2018,121000,Gris,Nafta,5,Manual,1.5,SUV,Moreno - Bs.As. G.B.A. Oeste,1.5
50009200,Volkswagen,Amarok,3.0 V6 Cd Highline,2022,72000,Blanco,Diésel,4,Automática,3.0,Pick-Up,Castelar - Bs.As. G.B.A. Oeste,3.0
39900000,Jeep,Renegade,1.3 Serie-S At6,2025,11111,Blanco,Nafta,5,Automática,1.3,SUV,Ituzaingó - Bs.As. G.B.A. Oeste,1.3
36700000,Volkswagen,Taos,1.4 250 Tsi Highline,2021,62213,Gris,Nafta,5,Automática,1.4,SUV,Córdoba - Córdoba,1.4
12028000,Renault,Sandero Stepway,1.6 Confort 105cv,2014,150000,Gris,Nafta,5,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.6
34000000,Toyota,Corolla,2.0 Xei Cvt 171Cv,2023,20100,Gris,Nafta,4,Automática,2.0,Sedán,Capital Federal - Capital Federal,2.0
42000000,Jeep,Compass,1.3 T270 Sport,2021,33219,Plateado,Nafta,5,Automática,1.3,SUV,Capital Federal - Capital Federal,1.3
15500000,Volkswagen,Up!,1.0 Take Up! Aa 75Cv 3P,2017,70000,Blanco,Nafta,3,Manual,1.0,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.0
23450000,Ford,Ecosport,2.0 Gdi Titanium 170cv 4x2,2018,101975,Azul,Nafta,5,Automática,2.0,SUV,Córdoba - Córdoba,2.0
19500000,Chevrolet,Cruze II,1.4 Lt 153cv,2018,63413,Blanco,Nafta,5,Manual,1.4,Hatchback,Capital Federal - Capital Federal,1.4
22320000,Toyota,Etios,1.5 Sedan Platinum At,2022,55000,Blanco,Nafta,4,Automática,1.5,Sedán,Del Viso - Bs.As. G.B.A. Norte,1.5
29200000,Jeep,Renegade,1.8 Sport At6,2023,0,Azul,Nafta,5,Automática,1.8,SUV,Tigre - Bs.As. G.B.A. Norte,1.8
19600000,Renault,Kangoo Ii Express,1.5 Dci Confort 5A,2022,118000,Blanco,Diésel,4,Manual,1.5,Furgón,Lomas De Zamora - Bs.As. G.B.A. Sur,1.5
31000000,Mercedes-Benz,Vito,1.6 111 Cdi Furgon Mixto Aa 114cv,2019,145000,Blanco,Diésel,2,Automática,1.6,Furgón,Capital Federal - Capital Federal,1.6
18900000,Nissan,March,1.6 Advance Media Tech 107cv,2018,56000,Negro,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
40000000,Toyota,Corolla Cross,2.0 Seg Cvt,2022,27000,Blanco,Nafta,5,Automática,2.0,SUV,Capital Federal - Capital Federal,2.0
17200000,Ford,Ecosport,1.5 Se 123cv 4x2,2018,91800,Naranja,Nafta,5,Manual,1.5,SUV,San Isidro - Bs.As. G.B.A. Norte,1.5
19716000,Toyota,Etios,1.5 Sedan Xls At,2017,35000,Gris,Nafta,4,Automática,1.5,Sedán,Vicente López - Bs.As. G.B.A. Norte,1.5
21100001,Renault,Sandero Stepway,1.6 16v Intense Cvt,2021,74000,Rojo,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
25420000,Fiat,Toro,1.3 T270 Freedom 4X2,2025,666,Blanco,Nafta,4,Automática,1.3,Pick-Up,Capital Federal - Capital Federal,1.3
40920000,Volkswagen,Amarok,3.0 V6 Extreme,2018,135000,Blanco,Diésel,4,Automática,3.0,Pick-Up,Tigre - Bs.As. G.B.A. Norte,3.0
18400000,Nissan,Note,1.6 Advance 110cv,2018,66000,Plateado,Nafta,5,Manual,1.6,Hatchback,Malvinas Argentinas - Bs.As. G.B.A. Norte,1.6
40500000,Ford,Territory,1.8 Ecobost Sel At,2023,28000,Azul,Nafta,5,Automática,1.8,SUV,Malvinas Argentinas - Bs.As. G.B.A. Norte,1.8
12700000,Fiat,Punto,1.4 Attractive,2013,133000,Blanco,Nafta,5,Manual,1.4,Hatchback,Lanús - Bs.As. G.B.A. Sur,1.4
34000000,Toyota,Corolla Cross,2.0 Xli Cvt,2022,40444,Rojo,Nafta,5,Automática,2.0,SUV,Capital Federal - Capital Federal,2.0
10290760,Peugeot,207,1.6 Feline 106cv,2012,123000,Plateado,Nafta,5,Manual,1.6,Hatchback,General San Martín - Bs.As. G.B.A. Norte,1.6
15200000,Chevrolet,Onix,1.4 Ltz 98cv,2017,76000,Negro,Nafta,5,Manual,1.4,Hatchback,Vicente López - Bs.As. G.B.A. Norte,1.4
15500000,Renault,Sandero,1.6 Expression Pack 90cv,2017,62000,Blanco,Nafta,5,Manual,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.6
33356000,Ford,Territory,1.5t Sel,2021,65000,Blanco,Nafta,5,Automática,1.5,SUV,Florencio Varela - Bs.As. G.B.A. Sur,1.5
30900000,Toyota,Corolla,1.8 Hev Seg Ecvt,2021,78000,Blanco,Híbrido/Nafta,4,Automática,1.8,Sedán,Capital Federal - Capital Federal,1.8
40000000,Toyota,Corolla Cross,1.8 Seg Ecvt,2022,55000,Blanco,Híbrido/Nafta,5,Automática,1.8,SUV,Capital Federal - Capital Federal,1.8
33900000,Toyota,Corolla Cross,2.0 Xli Cvt,2022,40000,Rojo,Nafta,5,Automática,2.0,SUV,Capital Federal - Capital Federal,2.0
18200000,Peugeot,308,1.6 Allure Pack,2019,124214,Blanco,Nafta,5,Manual,1.6,Hatchback,Almirante Brown - Bs.As. G.B.A. Sur,1.6
58500000,Ford,Bronco Sport,2.0 4Wd Wildtrak At8,2023,9200,Blanco,Nafta,5,Automática,2.0,SUV,Lomas De Zamora - Bs.As. G.B.A. Sur,2.0
12000000,Volkswagen,Up!,1.0 High Up! 75cv,2017,168200,Azul,Nafta,3,Manual,1.0,Hatchback,Pilar - Bs.As. G.B.A. Norte,1.0
34995000,Ford,Territory,1.5t Sel,2022,28000,Blanco,Nafta,5,Automática,1.5,SUV,Morón - Bs.As. G.B.A. Oeste,1.5
13640000,Volkswagen,Golf,2.0 Advance Mt,2011,105000,Gris,Nafta,5,Manual,2.0,Hatchback,San Isidro - Bs.As. G.B.A. Norte,2.0
14260000,Renault,Duster,1.6 4x2 Dynamique 110cv,2011,135000,Negro,Nafta,5,Manual,1.6,SUV,San Isidro - Bs.As. G.B.A. Norte,1.6
28398480,Jeep,Renegade,1.8 Longitude At6,2018,67476,Plateado,Nafta,5,Automática,1.8,SUV,San Fernando - Bs.As. G.B.A. Norte,1.8
22940000,Fiat,Toro,1.3 T270 Freedom 4X2,2025,666,Azul,Nafta,4,Automática,1.3,Pick-Up,Capital Federal - Capital Federal,1.3
54560000,BMW,X6,3.0 Xdrive 35i Sportive 306cv,2013,109000,Azul,Nafta,5,Automática,3.0,SUV,Berazategui - Bs.As. G.B.A. Sur,3.0
11000000,Fiat,Cronos,1.3 Gse Precision Cvt,2025,1000,Plateado,Nafta,4,Automática,1.3,Sedán,Capital Federal - Capital Federal,1.3
35960000,Jeep,Compass,2.4 Limited Plus,2018,70000,Negro,Nafta,5,Automática,2.4,SUV,San Isidro - Bs.As. G.B.A. Norte,2.4
42147600,Volkswagen,Amarok,2.0 Cd Tdi 180Cv Comfortline 4X2,2024,50000,Blanco,Diésel,4,Manual,2.0,Pick-Up,General San Martín - Bs.As. G.B.A. Norte,2.0
22320000,Toyota,Etios,1.5 Sedan X,2024,28000,Gris,Nafta,4,Manual,1.5,Sedán,Del Viso - Bs.As. G.B.A. Norte,1.5
21948000,Honda,CR-V,2.4 Lx At 2wd (mexico),2012,160000,Gris,Nafta,5,Automática,2.4,SUV,Avellaneda - Bs.As. G.B.A. Sur,2.4
19840000,Peugeot,208,1.6 Feline Tiptronic,2019,85000,Marrón,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
17236000,Smart,Fortwo,1.0 Passion 84cv,2013,107000,Gris,Nafta,3,Automática,1.0,Coupé,Capital Federal - Capital Federal,1.0
23000000,Peugeot,2008,1.6 In Concert Tiptronic,2020,50146,Blanco,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
25916000,Peugeot,208,1.6l Feline Tiptronic,2023,17000,Blanco,Nafta,5,Automática,1.6,Hatchback,San Isidro - Bs.As. G.B.A. Norte,1.6
49587600,Ford,Territory,1.8 Ecoboost Titanium At,2025,1111,Gris,Nafta,5,Automática,1.8,SUV,Tres De Febrero - Bs.As. G.B.A. Oeste,1.8
16120000,Chevrolet,Cruze,1.8 Ltz Mt,2016,129000,Plateado,Nafta,5,Manual,1.8,Hatchback,Capital Federal - Capital Federal,1.8
15996000,Ford,Ecosport,1.6 Se 110cv 4x2,2014,126000,Dorado,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
39432000,Nissan,Murano,3.5 Exclusive,2018,155000,Negro,Nafta,5,Automática,3.5,SUV,Capital Federal - Capital Federal,3.5
15178000,Renault,Sandero Stepway,1.6 16v Intense Cvt,2021,74000,Rojo,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
19840000,Renault,Duster Oroch,2.0 Outsider Plus,2016,120000,Negro,Nafta,4,Manual,2.0,SUV,Berazategui - Bs.As. G.B.A. Sur,2.0
32900000,Toyota,Corolla,2.0 Xei Cvt 171Cv,2023,20000,Gris,Nafta,4,Automática,2.0,Sedán,Berazategui - Bs.As. G.B.A. Sur,2.0
35960000,BMW,Serie 3,3.0 330i Sedan Sport Line 252cv,2016,140000,Blanco,Nafta,4,Manual,3.0,Sedán,San Isidro - Bs.As. G.B.A. Norte,3.0
11160000,Fiat,FASTBACK,1.3 T270 At6,2025,1000,Plateado,Nafta,5,Automática,1.3,SUV,Pilar - Bs.As. G.B.A. Norte,1.3
33356000,Ford,Ranger,2.2 Cd Xl Tdci 150Cv,2023,36200,Plateado,Diésel,4,Manual,2.2,Pick-Up,Escobar - Bs.As. G.B.A. Norte,2.2
31799900,Renault,Oroch,1.3 Tce 163 Outsider Mt 4Wd,2025,2100,Gris,Nafta,4,Manual,1.3,SUV,Almirante Brown - Bs.As. G.B.A. Sur,1.3
25469900,Renault,Kangoo Ii Express,1.6 Sce Confort,2025,2100,Blanco,Nafta,2,Manual,1.6,Furgón,Almirante Brown - Bs.As. G.B.A. Sur,1.6
31999900,Renault,Duster,1.3 Tce Turbo Iconic 155Cv 4X4,2025,2100,Gris,Nafta,5,Manual,1.3,SUV,Almirante Brown - Bs.As. G.B.A. Sur,1.3
29999900,Renault,Oroch,1.3 Tce 163 Iconic Cvt 2wd,2025,2100,Gris,Nafta,4,Automática,1.3,SUV,Almirante Brown - Bs.As. G.B.A. Sur,1.3
18879000,Renault,Logan,1.6 16v Life,2025,2100,Gris,Nafta,4,Manual,1.6,Sedán,Almirante Brown - Bs.As. G.B.A. Sur,1.6
30379900,Renault,Duster,1.3 Tce Turbo Iconic 155Cv Cvt X-Tronic,2025,2200,Gris,Nafta,5,Automática,1.3,SUV,Almirante Brown - Bs.As. G.B.A. Sur,1.3
59520000,Audi,A5,2.0 Tfsi Coupe 252cv,2018,83875,Blanco,Nafta,2,Automática,2.0,Coupé,Capital Federal - Capital Federal,2.0
13020000,Citroën,C-Elysée,1.6 Feel Vti 115,2017,118000,Gris,Nafta,4,Manual,1.6,Sedán,Ezeiza - Bs.As. G.B.A. Sur,1.6
15900000,Peugeot,2008,1.6 Thp Sport,2018,156204,Blanco,Nafta,5,Manual,1.6,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.6
14384000,Volkswagen,Up!,1.0 High Up! 75cv,2016,82000,Rojo,Nafta,3,Manual,1.0,Hatchback,Capital Federal - Capital Federal,1.0
12900000,Citroën,C-Elysee,1.6 Feel Vti 115,2017,132387,Gris,Nafta,4,Manual,1.6,Sedán,Tres De Febrero - Bs.As. G.B.A. Oeste,1.6
40920000,Ford,Ranger,3.2 Cd Limited Tdci 200cv,2021,130000,Gris,Diésel,4,Automática,3.2,Pick-Up,Berazategui - Bs.As. G.B.A. Sur,3.2
17889900,Renault,Kwid,1.0 Sce 66Cv Iconic Bitono,2025,2300,Azul,Nafta,5,Manual,1.0,Hatchback,Almirante Brown - Bs.As. G.B.A. Sur,1.0
18530000,Renault,Kwid,1.0 Sce 66Cv Iconic Bitono,2025,1000,Azul,Nafta,5,Manual,1.0,Hatchback,Almirante Brown - Bs.As. G.B.A. Sur,1.0
23560000,Volkswagen,Amarok,2.0 Cd Tdi 180cv 4x2 Highline C33,2012,228000,Gris,Diésel,4,Manual,2.0,Pick-Up,San Isidro - Bs.As. G.B.A. Norte,2.0
14880000,Renault,Clio,1.2 Mio Confort Plus Abs Abcp,2014,18000,Blanco,Nafta,5,Manual,1.2,Hatchback,Ezeiza - Bs.As. G.B.A. Sur,1.2
14590000,Nissan,March,1.6 Sense 107cv,2017,72000,Gris,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
49587600,Ford,Territory,1.8 Ecoboost Titanium At,2025,1111,Azul,Nafta,5,Automática,1.8,SUV,Tres De Febrero - Bs.As. G.B.A. Oeste,1.8
16740000,Ford,Fiesta Kinetic,1.6 Se Plus 120cv,2015,81000,Negro,Nafta,5,Manual,1.6,Hatchback,Almirante Brown - Bs.As. G.B.A. Sur,1.6
9900000,Peugeot,207,1.6 Allure 106cv,2012,165000,Negro,Nafta/GNC,5,Manual,1.6,Hatchback,Lanús - Bs.As. G.B.A. Sur,1.6
14300000,Volkswagen,Up!,1.0 High Up!,2017,76377,Gris,Nafta,3,Manual,1.0,Hatchback,Capital Federal - Capital Federal,1.0
15600000,Renault,Sandero,1.6 Privilege Pack 105cv,2016,122377,Blanco,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
27000000,Kia,Sportage,2.0 Ex 154cv,2016,125000,Blanco,Nafta,5,Manual,2.0,SUV,Capital Federal - Capital Federal,2.0
23000000,Chevrolet,Onix,1.0 Turbo Premier Mt,2023,27000,Gris,Nafta,5,Manual,1.0,Hatchback,Capital Federal - Capital Federal,1.0
33500000,Hyundai,Tucson,2.0 Premium,2018,114600,Gris,Diésel,5,Automática,2.0,SUV,Pilar - Bs.As. G.B.A. Norte,2.0
20000000,Fiat,Cronos,1.8 16v Precision At6,2022,69000,Gris,Nafta,4,Automática,1.8,Sedán,Capital Federal - Capital Federal,1.8
26900000,Chevrolet,Cruze,1.4 Lt At Sedan,2023,17200,Plateado,Nafta,4,Automática,1.4,Sedán,Pilar - Bs.As. G.B.A. Norte,1.4
11780000,Renault,Clio,1.2 Mio Confort Plus Abs Abcp,2014,114000,Negro,Nafta,5,Manual,1.2,Hatchback,Florencio Varela - Bs.As. G.B.A. Sur,1.2
27900000,Volkswagen,Amarok,2.0 Cd Tdi 140cv 4x2 Startline,2016,138000,Negro,Diésel,4,Manual,2.0,Pick-Up,San Isidro - Bs.As. G.B.A. Norte,2.0
43500000,Toyota,Corolla Cross,1.8 Xei Ecvt,2023,14149,Gris,Híbrido/Nafta,5,Automática,1.8,SUV,Capital Federal - Capital Federal,1.8
40900000,Chevrolet,S10,2.8 High Country Cd Tdci 200cv Automática,2021,82000,Gris,Diésel,4,Automática,2.8,Pick-Up,Concordia - Entre Ríos,2.8
36580000,Mercedes-Benz,Clase GLA,1.6 Gla200 Urban 156cv,2017,108000,Azul,Nafta,5,Automática,No disponible,Crossover,Capital Federal - Capital Federal,
48236000,BMW,X6,3.0 Xdrive 35i Sportive 306cv,2012,152000,Blanco,Nafta,4,Automática,3,Monovolumen,Capital Federal - Capital Federal,3
57660000,BMW,Serie 2,3.0 240i M Package,2017,150000,Blanco,Nafta,2,Automática,No disponible,Coupé,Capital Federal - Capital Federal,
16400000,Volkswagen,Saveiro,1.6 Gp Cd 101cv Power,2016,98000,Blanco,Nafta,2,Manual,1.6,Pick-Up,Berazategui - Bs.As. G.B.A. Sur,1.6
21700000,Chevrolet,Tracker,1.8 Ltz+ 140cv,2017,120000,Gris,Nafta,5,Automática,1.8,SUV,La Matanza - Bs.As. G.B.A. Oeste,1.8
21080000,Citroën,C4 Cactus,1.6 Vti 115 At6 Feel Pk,2020,76000,Plateado,Nafta,5,Automática,1.6,SUV,Capital Federal - Capital Federal,1.6
27032000,Peugeot,208,1.6 Feline Tiptronic,2022,23000,Blanco,Nafta,5,Automática,1.6,Hatchback,Capital Federal - Capital Federal,1.6
16900000,Volkswagen,Fox,1.6 Connect,2019,87000,Negro,Nafta,5,Manual,1.6,Hatchback,Lanús - Bs.As. G.B.A. Sur,1.6
20956000,Nissan,Sentra,2.0 Sr,2018,59000,Rojo,Nafta,4,Automática,2.0,Sedán,Vicente López - Bs.As. G.B.A. Norte,2.0
16000000,Volkswagen,Gol Trend,1.6 Trendline 101cv,2018,44000,Gris,Nafta,5,Manual,1.6,Hatchback,Berazategui - Bs.As. G.B.A. Sur,1.6
30800000,Chevrolet,Cruze 5,1.4 Turbo Lt At  5P,2024,8840,Negro,Nafta,5,Automática,1.4,Hatchback,Capital Federal - Capital Federal,1.4
42000000,Toyota,Corolla Cross,1.8 Xei Ecvt,2023,48186,Blanco,Híbrido/Nafta,5,Automática,1.8,SUV,Capital Federal - Capital Federal,1.8
55800000,Ford,Ranger,2.0 Cd 4X4 Xlt At 210Cv,2023,1000,Blanco,Diésel,4,Automática,2.0,Pick-Up,San Isidro - Bs.As. G.B.A. Norte,2.0
19900000,Fiat,Cronos,1.8 16v Precision At6,2022,69112,Gris,Nafta,4,Automática,1.8,Sedán,Capital Federal - Capital Federal,1.8
18300000,Volkswagen,Amarok,2.0 Cs Tdi 140cv 4x4 Startline,2013,190000,Blanco,Diésel,2,Manual,2.0,Pick-Up,Lanús - Bs.As. G.B.A. Sur,2.0
10500000,Citroën,C4,1.6 X Pack Look,2013,138000,Gris,Nafta,5,Manual,1.6,Hatchback,Florencio Varela - Bs.As. G.B.A. Sur,1.6
20000000,Peugeot,2008,1.6 Allure,2021,85540,Rojo,Nafta,5,Manual,1.6,SUV,Capital Federal - Capital Federal,1.6
33000000,Chevrolet,Cruze,LTZ 5P AT,2023,35000,Plateado,Nafta,5,Automática,1.4,Hatchback,Capital Federal - Capital Federal,1.4
31900000,Peugeot,Expert,1.6 Hdi Confort,2018,180000,Blanco,Diésel,3,Manual,1.6,Furgón,Capital Federal - Capital Federal,1.6
13500000,Citroën,Aircross,1.6 Vti 115 Tendance,2014,130000,Negro,Nafta,5,Manual,1.6,Hatchback,Capital Federal - Capital Federal,1.6
14878760,Peugeot,207,1.6 Rc 175cv,2009,90800,Negro,Nafta,2,Manual,1.6,Hatchback,Castelar - Bs.As. G.B.A. Oeste,1.6
48358760,Audi,Q3,1.4 Tfsi 150 Cv,2019,37000,Negro,Nafta,5,Automática,1.4,SUV,Capital Federal - Capital Federal,1.4
